Record_ID,Date,Year,Month,Month_Name,Quarter,Year_Month,Source,Source_URL,Country,Latitude,Longitude,Themes,Theme_Count,Number_of_Themes,Misinfo_Flag,Tone_Overall,Tone_Positive,Tone_Negative,Tone_Polarity,Tone_Activity,Tone_SelfGroup,Context_Category,Tone_Category
GDELT-SYNTHETIC-20220411-00435,2022-04-11,2022,4,April,Q2,2022-04,BBC News,https://www.bbc.com/news/2022/04/11/report-finds-surge-in-election-conspiracy-theories,Pakistan,30.37,69.34,INFORMATION_OPERATIONS; WB_HEALTH; SOC_POINTSOFINTEREST,3,3,1,-1.03,1.92,1.87,3.79,8.46,1.66,ARREST;14;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220412-00056,2022-04-12,2022,4,April,Q2,2022-04,Deutsche Welle,https://www.dw.com/news/2022/04/12/fact-check-claims-about-vaccine-go-viral-on-social-media,Germany,51.16,10.45,TAX_FNCACT_POLITICIAN; PROPAGANDA; ELECTION_FRAUD; FAKE_NEWS,4,4,1,-2.34,2.2,3.04,5.24,8.21,2.11,WOUND;29;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220414-00233,2022-04-14,2022,4,April,Q2,2022-04,Deutsche Welle,https://www.dw.com/news/2022/04/14/experts-debunk-false-political-narratives-online,Indonesia,-0.78,113.92,ELECTION_FRAUD; WB_HEALTH; WB_MEDIA; ELECTION; CYBER_ATTACK; INFORMATION_OPERATIONS,6,6,1,-9.75,4.29,10.06,14.35,3.06,3.52,WOUND;11;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220419-00095,2022-04-19,2022,4,April,Q2,2022-04,BBC News,https://www.bbc.com/news/2022/04/19/covid-disinformation-campaign-traced-to-foreign-actors,Pakistan,30.37,69.34,ECON_BANKRUPTCY; WB_MEDIA; VACCINE_MISINFORMATION; MEDIA_MANIPULATION; FAKE_NEWS,5,5,1,-4.19,0.3,4.43,4.73,12.1,4.14,KILL;23;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220420-00024,2022-04-20,2022,4,April,Q2,2022-04,France 24,https://www.france24.com/news/2022/04/20/social-media-flags-climate-posts-as-misinformation,Ethiopia,9.14,40.48,PROPAGANDA; GOV_GOVERNMENT_GENERAL; TAX_FNCACT_POLITICIAN,3,3,1,-2.75,1.97,3.17,5.14,11.43,3.25,CRISISLEX_C07;32;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220420-00279,2022-04-20,2022,4,April,Q2,2022-04,Reuters,https://www.reuters.com/news/2022/04/20/social-media-flags-vaccine-posts-as-misinformation,Ghana,7.94,-1.02,CONSPIRACY; TAX_FNCACT_POLITICIAN,2,2,1,-2.35,1.32,4.36,5.68,8.41,2.13,KILL;10;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220425-00446,2022-04-25,2022,4,April,Q2,2022-04,France 24,https://www.france24.com/news/2022/04/25/journalists-targeted-amid-vaccine-misinformation-wave,Brazil,-14.23,-51.92,INFORMATION_OPERATIONS; ELECTION; VACCINE_MISINFORMATION,3,3,1,-0.2,3.42,0.9,4.32,2.4,3.51,KILL;27;1;Brazil;-14.23;-51.92,Neutral
GDELT-SYNTHETIC-20220427-00444,2022-04-27,2022,4,April,Q2,2022-04,France 24,https://www.france24.com/news/2022/04/27/journalists-targeted-amid-security-misinformation-wave,Indonesia,-0.78,113.92,ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC; CLIMATE_DENIAL; WB_MEDIA; INFORMATION_OPERATIONS; DISINFORMATION,6,6,1,-2.84,1.56,3.81,5.37,14.3,2.25,CRISISLEX_C07;34;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220429-00031,2022-04-29,2022,4,April,Q2,2022-04,Associated Press,https://www.apnews.com/news/2022/04/29/report-finds-surge-in-political-conspiracy-theories,Turkey,38.96,35.24,CRISISLEX_CRISISLEXREC; CONSPIRACY; ELECTION,3,3,1,-2.87,2.35,3.53,5.88,8.7,2.79,PROTEST;43;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220502-00465,2022-05-02,2022,5,May,Q2,2022-05,BBC News,https://www.bbc.com/news/2022/05/02/misleading-covid-stories-spread-across-platforms,Brazil,-14.23,-51.92,ELECTION_FRAUD; TAX_FNCACT_POLITICIAN; INFORMATION_OPERATIONS; PROPAGANDA,4,4,1,-2.4,2.78,3.63,6.41,13.02,2.49,PROTEST;50;1;Brazil;-14.23;-51.92,Negative
GDELT-SYNTHETIC-20220502-00368,2022-05-02,2022,5,May,Q2,2022-05,BBC News,https://www.bbc.com/news/2022/05/02/vaccine-disinformation-campaign-traced-to-foreign-actors,South Africa,-30.55,22.93,CONSPIRACY; TAX_FNCACT_JOURNALIST; ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC,4,4,1,-2.6,0.86,3.65,4.51,7.9,2.29,PROTEST;9;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220503-00093,2022-05-03,2022,5,May,Q2,2022-05,Reuters,https://www.reuters.com/news/2022/05/03/report-finds-surge-in-election-conspiracy-theories,Indonesia,-0.78,113.92,TAX_FNCACT_JOURNALIST; CLIMATE_DENIAL; ELECTION_FRAUD; MEDIA_MANIPULATION; TAX_FNCACT_POLITICIAN,5,5,1,1.41,2.04,2.06,4.1,8.64,2.39,PROTEST;30;1;Indonesia;-0.78;113.92,Positive
GDELT-SYNTHETIC-20220505-00110,2022-05-05,2022,5,May,Q2,2022-05,Reuters,https://www.reuters.com/news/2022/05/05/social-media-flags-vaccine-posts-as-misinformation,France,46.22,2.21,CYBER_ATTACK; GOV_GOVERNMENT_GENERAL; WB_HEALTH; CLIMATE_DENIAL; SOC_POINTSOFINTEREST,5,5,1,-5.49,2.58,6.39,8.97,9.11,1.9,WOUND;1;1;France;46.22;2.21,Negative
GDELT-SYNTHETIC-20220506-00445,2022-05-06,2022,5,May,Q2,2022-05,Associated Press,https://www.apnews.com/news/2022/05/06/misleading-covid-stories-spread-across-platforms,Ethiopia,9.14,40.48,DISINFORMATION; CYBER_ATTACK; TAX_FNCACT_POLITICIAN; WB_HEALTH; SOC_POINTSOFINTEREST; PROPAGANDA,6,6,1,-4.4,1.35,5.77,7.12,7.46,1.85,ARREST;18;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220507-00202,2022-05-07,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/07/social-media-flags-election-posts-as-misinformation,Ghana,7.94,-1.02,TAX_FNCACT_POLITICIAN; ELECTION_FRAUD; WB_MEDIA; DISINFORMATION,4,4,1,-2.52,2.9,3.84,6.74,11.15,1.96,ARREST;34;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220508-00124,2022-05-08,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/08/social-media-flags-covid-posts-as-misinformation,Brazil,-14.23,-51.92,ELECTION_FRAUD; TAX_FNCACT_POLITICIAN; DISINFORMATION,3,3,1,-3.18,2.11,4.54,6.65,9.44,2.72,ARREST;41;1;Brazil;-14.23;-51.92,Negative
GDELT-SYNTHETIC-20220510-00068,2022-05-10,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/10/report-finds-surge-in-vaccine-conspiracy-theories,Turkey,38.96,35.24,TAX_FNCACT_JOURNALIST; CYBER_ATTACK; FAKE_NEWS,3,3,1,-3.87,1.17,4.71,5.88,9.24,1.94,ARREST;5;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220510-00430,2022-05-10,2022,5,May,Q2,2022-05,BBC News,https://www.bbc.com/news/2022/05/10/misleading-security-stories-spread-across-platforms,Brazil,-14.23,-51.92,CYBER_ATTACK; TAX_FNCACT_POLITICIAN; MEDIA_MANIPULATION; VACCINE_MISINFORMATION; CRISISLEX_T10_URGENCY,5,5,1,0.22,0.4,0.81,1.21,7.69,0.86,KILL;23;1;Brazil;-14.23;-51.92,Neutral
GDELT-SYNTHETIC-20220510-00083,2022-05-10,2022,5,May,Q2,2022-05,France 24,https://www.france24.com/news/2022/05/10/social-media-flags-election-posts-as-misinformation,Pakistan,30.37,69.34,VACCINE_MISINFORMATION; ECON_BANKRUPTCY; CYBER_ATTACK; FAKE_NEWS,4,4,1,-1.72,0.88,1.95,2.83,11.83,2.83,WOUND;42;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220510-00450,2022-05-10,2022,5,May,Q2,2022-05,Associated Press,https://www.apnews.com/news/2022/05/10/experts-debunk-false-political-narratives-online,Kenya,-0.02,37.9,INFORMATION_OPERATIONS; VACCINE_MISINFORMATION; ELECTION,3,3,1,-3.24,1.1,3.57,4.67,7.43,3.42,KILL;29;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220511-00398,2022-05-11,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/11/climate-disinformation-campaign-traced-to-foreign-actors,India,20.59,78.96,FAKE_NEWS; TAX_FNCACT_JOURNALIST; DISINFORMATION; WB_HEALTH; WB_MEDIA,5,5,1,-2.22,2.73,3.48,6.21,6.08,2.93,CRISISLEX_C07;11;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220511-00303,2022-05-11,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/11/experts-debunk-false-election-narratives-online,Turkey,38.96,35.24,ELECTION; VACCINE_MISINFORMATION,2,2,1,-6.35,1.81,6.99,8.8,2.4,2.42,KILL;12;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220519-00461,2022-05-19,2022,5,May,Q2,2022-05,Al Jazeera,https://www.aljazeera.com/news/2022/05/19/misleading-economic-stories-spread-across-platforms,Russia,61.52,105.31,ECON_BANKRUPTCY; CRISISLEX_CRISISLEXREC; DISINFORMATION,3,3,1,-0.87,1.0,1.68,2.68,8.75,4.5,CRISISLEX_C07;13;1;Russia;61.52;105.31,Neutral
GDELT-SYNTHETIC-20220520-00291,2022-05-20,2022,5,May,Q2,2022-05,France 24,https://www.france24.com/news/2022/05/20/report-finds-surge-in-election-conspiracy-theories,Ghana,7.94,-1.02,ELECTION; DISINFORMATION; ELECTION_FRAUD; PROPAGANDA; TAX_FNCACT_JOURNALIST,5,5,1,-2.73,3.7,3.85,7.55,15.81,3.07,CRISISLEX_C07;36;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220521-00201,2022-05-21,2022,5,May,Q2,2022-05,Associated Press,https://www.apnews.com/news/2022/05/21/misleading-climate-stories-spread-across-platforms,Brazil,-14.23,-51.92,ELECTION_FRAUD; SOC_POINTSOFINTEREST; GOV_GOVERNMENT_GENERAL; CRISISLEX_T10_URGENCY; FAKE_NEWS; CONSPIRACY,6,6,1,0.0,2.92,1.03,3.95,6.06,3.2,PROTEST;9;1;Brazil;-14.23;-51.92,Neutral
GDELT-SYNTHETIC-20220521-00463,2022-05-21,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/21/misleading-climate-stories-spread-across-platforms,China,35.86,104.19,WB_HEALTH; CRISISLEX_T10_URGENCY; MEDIA_MANIPULATION; DISINFORMATION,4,4,1,-4.3,3.8,5.42,9.22,9.49,3.17,WOUND;30;1;China;35.86;104.19,Negative
GDELT-SYNTHETIC-20220522-00367,2022-05-22,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/22/misleading-political-stories-spread-across-platforms,Ethiopia,9.14,40.48,CRISISLEX_CRISISLEXREC; ELECTION_FRAUD; CLIMATE_DENIAL; PROPAGANDA,4,4,1,-1.73,2.23,3.21,5.44,8.86,1.89,CRISISLEX_C07;35;1;Ethiopia;9.14;40.48,Negative
GDELT-SYNTHETIC-20220522-00137,2022-05-22,2022,5,May,Q2,2022-05,The Guardian,https://www.theguardian.com/news/2022/05/22/journalists-targeted-amid-economic-misinformation-wave,Germany,51.16,10.45,CYBER_ATTACK; VACCINE_MISINFORMATION; CRISISLEX_T10_URGENCY; MEDIA_MANIPULATION; ECON_BANKRUPTCY,5,5,1,-1.7,0.87,2.44,3.31,9.47,1.28,ARREST;16;1;Germany;51.16;10.45,Negative
GDELT-SYNTHETIC-20220523-00122,2022-05-23,2022,5,May,Q2,2022-05,BBC News,https://www.bbc.com/news/2022/05/23/misleading-covid-stories-spread-across-platforms,Indonesia,-0.78,113.92,ECON_BANKRUPTCY; VACCINE_MISINFORMATION; GOV_GOVERNMENT_GENERAL,3,3,1,1.19,1.23,1.57,2.8,2.66,4.0,KILL;26;1;Indonesia;-0.78;113.92,Positive
GDELT-SYNTHETIC-20220524-00145,2022-05-24,2022,5,May,Q2,2022-05,Associated Press,https://www.apnews.com/news/2022/05/24/social-media-flags-security-posts-as-misinformation,South Africa,-30.55,22.93,CRISISLEX_CRISISLEXREC; PROPAGANDA,2,2,1,-2.73,0.29,3.06,3.35,10.23,2.67,KILL;20;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220525-00428,2022-05-25,2022,5,May,Q2,2022-05,Deutsche Welle,https://www.dw.com/news/2022/05/25/misleading-vaccine-stories-spread-across-platforms,Pakistan,30.37,69.34,SOC_POINTSOFINTEREST; DISINFORMATION; CRISISLEX_T10_URGENCY; TAX_FNCACT_JOURNALIST,4,4,1,-4.93,2.1,6.7,8.8,4.28,1.03,CRISISLEX_C07;25;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220530-00468,2022-05-30,2022,5,May,Q2,2022-05,Deutsche Welle,https://www.dw.com/news/2022/05/30/social-media-flags-climate-posts-as-misinformation,Kenya,-0.02,37.9,ELECTION_FRAUD; TAX_FNCACT_JOURNALIST; INFORMATION_OPERATIONS; WB_HEALTH; DISINFORMATION,5,5,1,-2.06,2.5,3.08,5.58,8.02,1.84,ARREST;49;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220602-00222,2022-06-02,2022,6,June,Q2,2022-06,Reuters,https://www.reuters.com/news/2022/06/02/health-disinformation-campaign-traced-to-foreign-actors,Philippines,12.87,121.77,CRISISLEX_CRISISLEXREC; TAX_FNCACT_JOURNALIST; PROPAGANDA; CYBER_ATTACK; SOC_POINTSOFINTEREST; INFORMATION_OPERATIONS,6,6,1,-6.1,2.61,6.57,9.18,6.13,4.41,CRISISLEX_C07;16;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20220603-00149,2022-06-03,2022,6,June,Q2,2022-06,BBC News,https://www.bbc.com/news/2022/06/03/journalists-targeted-amid-health-misinformation-wave,South Africa,-30.55,22.93,CYBER_ATTACK; TAX_FNCACT_JOURNALIST; INFORMATION_OPERATIONS; FAKE_NEWS; WB_HEALTH,5,5,1,-8.1,0.72,8.79,9.51,8.08,3.02,CRISISLEX_C07;4;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220607-00390,2022-06-07,2022,6,June,Q2,2022-06,BBC News,https://www.bbc.com/news/2022/06/07/report-finds-surge-in-security-conspiracy-theories,South Africa,-30.55,22.93,CRISISLEX_T10_URGENCY; ECON_BANKRUPTCY; VACCINE_MISINFORMATION; PROPAGANDA; WB_HEALTH,5,5,1,-4.42,2.38,5.41,7.79,11.38,2.45,CRISISLEX_C07;8;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220608-00309,2022-06-08,2022,6,June,Q2,2022-06,Associated Press,https://www.apnews.com/news/2022/06/08/report-finds-surge-in-climate-conspiracy-theories,Turkey,38.96,35.24,VACCINE_MISINFORMATION; MEDIA_MANIPULATION; ECON_BANKRUPTCY; GOV_GOVERNMENT_GENERAL,4,4,1,-3.57,3.77,5.4,9.17,6.63,1.9,CRISISLEX_C07;36;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220609-00206,2022-06-09,2022,6,June,Q2,2022-06,The Guardian,https://www.theguardian.com/news/2022/06/09/fact-check-claims-about-security-go-viral-on-social-media,South Africa,-30.55,22.93,CRISISLEX_CRISISLEXREC; TAX_FNCACT_POLITICIAN; ELECTION; FAKE_NEWS; PROPAGANDA,5,5,1,-2.41,2.04,3.47,5.51,9.84,1.48,KILL;43;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220609-00330,2022-06-09,2022,6,June,Q2,2022-06,Reuters,https://www.reuters.com/news/2022/06/09/experts-debunk-false-vaccine-narratives-online,Ghana,7.94,-1.02,PROPAGANDA; INFORMATION_OPERATIONS; SOC_POINTSOFINTEREST,3,3,1,-2.43,1.81,3.92,5.73,11.56,5.09,PROTEST;3;1;Ghana;7.94;-1.02,Negative
GDELT-SYNTHETIC-20220611-00429,2022-06-11,2022,6,June,Q2,2022-06,Reuters,https://www.reuters.com/news/2022/06/11/report-finds-surge-in-economic-conspiracy-theories,Indonesia,-0.78,113.92,CRISISLEX_T10_URGENCY; CONSPIRACY,2,2,1,-3.09,2.05,4.18,6.23,8.73,2.28,WOUND;45;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220612-00037,2022-06-12,2022,6,June,Q2,2022-06,France 24,https://www.france24.com/news/2022/06/12/social-media-flags-covid-posts-as-misinformation,Indonesia,-0.78,113.92,INFORMATION_OPERATIONS; TAX_FNCACT_JOURNALIST; SOC_POINTSOFINTEREST; PROPAGANDA,4,4,1,-1.94,1.14,2.4,3.54,9.45,2.28,ARREST;18;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220612-00257,2022-06-12,2022,6,June,Q2,2022-06,Associated Press,https://www.apnews.com/news/2022/06/12/election-disinformation-campaign-traced-to-foreign-actors,Nigeria,9.08,8.67,GOV_GOVERNMENT_GENERAL; MEDIA_MANIPULATION; CRISISLEX_CRISISLEXREC; TAX_FNCACT_JOURNALIST,4,4,1,-3.17,1.85,4.52,6.37,10.87,1.71,KILL;1;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20220614-00107,2022-06-14,2022,6,June,Q2,2022-06,Al Jazeera,https://www.aljazeera.com/news/2022/06/14/report-finds-surge-in-election-conspiracy-theories,Ukraine,48.37,31.16,SOC_POINTSOFINTEREST; FAKE_NEWS; MEDIA_MANIPULATION; INFORMATION_OPERATIONS,4,4,1,-1.9,0.34,2.87,3.21,4.37,1.85,CRISISLEX_C07;24;1;Ukraine;48.37;31.16,Negative
GDELT-SYNTHETIC-20220616-00144,2022-06-16,2022,6,June,Q2,2022-06,France 24,https://www.france24.com/news/2022/06/16/report-finds-surge-in-covid-conspiracy-theories,Ukraine,48.37,31.16,ELECTION_FRAUD; DISINFORMATION; TAX_FNCACT_POLITICIAN; WB_MEDIA; CONSPIRACY,5,5,1,-0.74,2.11,1.82,3.93,6.91,2.44,PROTEST;12;1;Ukraine;48.37;31.16,Neutral
GDELT-SYNTHETIC-20220623-00034,2022-06-23,2022,6,June,Q2,2022-06,France 24,https://www.france24.com/news/2022/06/23/election-disinformation-campaign-traced-to-foreign-actors,Nigeria,9.08,8.67,TAX_FNCACT_POLITICIAN; WB_HEALTH; CLIMATE_DENIAL; WB_MEDIA; DISINFORMATION,5,5,1,-2.47,2.82,4.42,7.24,7.26,1.75,WOUND;40;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20220623-00261,2022-06-23,2022,6,June,Q2,2022-06,Reuters,https://www.reuters.com/news/2022/06/23/journalists-targeted-amid-health-misinformation-wave,Mexico,23.63,-102.55,MEDIA_MANIPULATION; PROPAGANDA; TAX_FNCACT_JOURNALIST; ELECTION; CONSPIRACY; GOV_GOVERNMENT_GENERAL,6,6,1,-5.17,2.99,6.08,9.07,5.73,3.04,WOUND;8;1;Mexico;23.63;-102.55,Negative
GDELT-SYNTHETIC-20220624-00426,2022-06-24,2022,6,June,Q2,2022-06,Deutsche Welle,https://www.dw.com/news/2022/06/24/covid-disinformation-campaign-traced-to-foreign-actors,Turkey,38.96,35.24,SOC_POINTSOFINTEREST; FAKE_NEWS,2,2,1,-2.13,0.82,3.69,4.51,10.15,3.22,WOUND;22;1;Turkey;38.96;35.24,Negative
GDELT-SYNTHETIC-20220628-00322,2022-06-28,2022,6,June,Q2,2022-06,Associated Press,https://www.apnews.com/news/2022/06/28/social-media-flags-vaccine-posts-as-misinformation,India,20.59,78.96,CRISISLEX_CRISISLEXREC; ELECTION; DISINFORMATION; CONSPIRACY; CYBER_ATTACK; TAX_FNCACT_POLITICIAN,6,6,1,-5.88,2.12,7.69,9.81,8.97,2.25,ARREST;18;1;India;20.59;78.96,Negative
GDELT-SYNTHETIC-20220629-00157,2022-06-29,2022,6,June,Q2,2022-06,France 24,https://www.france24.com/news/2022/06/29/experts-debunk-false-health-narratives-online,Pakistan,30.37,69.34,MEDIA_MANIPULATION; DISINFORMATION; CONSPIRACY; ECON_BANKRUPTCY; TAX_FNCACT_JOURNALIST,5,5,1,-3.06,0.66,4.25,4.91,9.83,3.06,CRISISLEX_C07;31;1;Pakistan;30.37;69.34,Negative
GDELT-SYNTHETIC-20220630-00434,2022-06-30,2022,6,June,Q2,2022-06,BBC News,https://www.bbc.com/news/2022/06/30/misleading-climate-stories-spread-across-platforms,USA,37.09,-95.71,FAKE_NEWS; ECON_BANKRUPTCY; TAX_FNCACT_POLITICIAN; CLIMATE_DENIAL; SOC_POINTSOFINTEREST,5,5,1,-6.04,1.19,6.41,7.6,7.3,2.97,KILL;15;1;United States;37.09;-95.71,Negative
GDELT-SYNTHETIC-20220701-00282,2022-07-01,2022,7,July,Q3,2022-07,France 24,https://www.france24.com/news/2022/07/01/report-finds-surge-in-election-conspiracy-theories,Nigeria,9.08,8.67,VACCINE_MISINFORMATION; WB_HEALTH,2,2,1,-5.39,0.58,7.14,7.72,7.03,2.25,KILL;36;1;Nigeria;9.08;8.67,Negative
GDELT-SYNTHETIC-20220702-00030,2022-07-02,2022,7,July,Q3,2022-07,The Guardian,https://www.theguardian.com/news/2022/07/02/report-finds-surge-in-political-conspiracy-theories,Kenya,-0.02,37.9,CLIMATE_DENIAL; CRISISLEX_CRISISLEXREC,2,2,1,-1.55,0.76,1.89,2.65,9.57,2.8,CRISISLEX_C07;33;1;Kenya;-0.02;37.9,Negative
GDELT-SYNTHETIC-20220702-00318,2022-07-02,2022,7,July,Q3,2022-07,Associated Press,https://www.apnews.com/news/2022/07/02/security-disinformation-campaign-traced-to-foreign-actors,South Africa,-30.55,22.93,PROPAGANDA; CLIMATE_DENIAL; CRISISLEX_T10_URGENCY,3,3,1,-1.77,2.18,2.59,4.77,5.52,2.59,ARREST;48;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220702-00419,2022-07-02,2022,7,July,Q3,2022-07,France 24,https://www.france24.com/news/2022/07/02/journalists-targeted-amid-covid-misinformation-wave,Indonesia,-0.78,113.92,CRISISLEX_CRISISLEXREC; VACCINE_MISINFORMATION,2,2,1,-2.68,2.3,3.99,6.29,4.58,3.54,KILL;7;1;Indonesia;-0.78;113.92,Negative
GDELT-SYNTHETIC-20220703-00459,2022-07-03,2022,7,July,Q3,2022-07,Associated Press,https://www.apnews.com/news/2022/07/03/journalists-targeted-amid-political-misinformation-wave,France,46.22,2.21,SOC_POINTSOFINTEREST; PROPAGANDA,2,2,1,0.85,2.98,1.89,4.87,5.58,1.67,CRISISLEX_C07;28;1;France;46.22;2.21,Neutral
GDELT-SYNTHETIC-20220704-00324,2022-07-04,2022,7,July,Q3,2022-07,The Guardian,https://www.theguardian.com/news/2022/07/04/fact-check-claims-about-security-go-viral-on-social-media,Brazil,-14.23,-51.92,CRISISLEX_CRISISLEXREC; INFORMATION_OPERATIONS; PROPAGANDA; TAX_FNCACT_JOURNALIST; FAKE_NEWS; TAX_FNCACT_POLITICIAN,6,6,1,4.48,2.3,5.1,7.4,6.72,3.65,ARREST;27;1;Brazil;-14.23;-51.92,Positive
GDELT-SYNTHETIC-20220707-00254,2022-07-07,2022,7,July,Q3,2022-07,France 24,https://www.france24.com/news/2022/07/07/social-media-flags-economic-posts-as-misinformation,South Africa,-30.55,22.93,INFORMATION_OPERATIONS; CLIMATE_DENIAL; DISINFORMATION; WB_MEDIA,4,4,1,-7.03,1.89,7.58,9.47,5.79,3.74,WOUND;8;1;South Africa;-30.55;22.93,Negative
GDELT-SYNTHETIC-20220707-00267,2022-07-07,2022,7,July,Q3,2022-07,Reuters,https://www.reuters.com/news/2022/07/07/experts-debunk-false-election-narratives-online,Ghana,7.94,-1.02,CRISISLEX_CRISISLEXREC; SOC_POINTSOFINTEREST; PROPAGANDA; MEDIA_MANIPULATION,4,4,1,0.33,3.22,1.22,4.44,12.47,2.65,PROTEST;27;1;Ghana;7.94;-1.02,Neutral
GDELT-SYNTHETIC-20220708-00185,2022-07-08,2022,7,July,Q3,2022-07,BBC News,https://www.bbc.com/news/2022/07/08/fact-check-claims-about-health-go-viral-on-social-media,Pakistan,30.37,69.34,CLIMATE_DENIAL; INFORMATION_OPERATIONS; SOC_POINTSOFINTEREST,3,3,1,-0.82,0.97,1.89,2.86,5.9,3.7,ARREST;14;1;Pakistan;30.37;69.34,Neutral
GDELT-SYNTHETIC-20220709-00369,2022-07-09,2022,7,July,Q3,2022-07,Reuters,https://www.reuters.com/news/2022/07/09/journalists-targeted-amid-vaccine-misinformation-wave,Philippines,12.87,121.77,TAX_FNCACT_POLITICIAN; INFORMATION_OPERATIONS; ELECTION; CLIMATE_DENIAL; VACCINE_MISINFORMATION,5,5,1,-3.82,0.12,4.55,4.67,8.28,2.66,KILL;12;1;Philippines;12.87;121.77,Negative
GDELT-SYNTHETIC-20220710-00120,2022-07-10,2022,7,July,Q3,2022-07,Associated Press,https://www.apnews.com/news/2022/07/10/misleading-climate-stories-spread-across-platforms,Egypt,26.82,30.8,FAKE_NEWS; PROPAGANDA; SOC_POINTSOFINTEREST; WB_MEDIA; TAX_FNCACT_POLITICIAN,5,5,1,-4.78,1.73,5.29,7.02,6.67,2.88,ARREST;5;1;Egypt;26.82;30.8,Negative
GDELT-SYNTHETIC-20220711-00302,2022-07-11,2022,7,July,Q3,2022-07,BBC News,https://www.bbc.com/news/2022/07/11/fact-check-claims-about-health-go-viral-on-social-media,Mexico,23.63,-102.55,INFORMATION_OPERATIONS; MEDIA_MANIPULATION; FAKE_NEWS; WB_HEALTH; ECON_BANKRUPTCY; SOC_POINTSOFINTEREST,6,6,1,-4.63,2.7,6.11,8.81,8.27,3.98,ARREST;3;1;Mexico;23.63;-102.55,Negative
GDELT-SYNTHETIC-20220712-00063,2022-07-12,2022,7,July,Q3,2022-07,The Guardian,https://www.theguardian.com/news/2022/07/12/fact-check-claims-about-covid-go-viral-on-social-media,Mexico,23.63,-102.55,CYBER_ATTACK; WB_MEDIA; TAX_FNCACT_JOURNALIST; INFORMATION_OPERATIONS; CONSPIRACY,5,5,1,-4.04,3.1,5.45,8.55,10.44,3.81,CRISISLEX_C07;16;1;Mexico;23.63;-102.55,Negative
GDELT-SYNTHETIC-20220712-00336,2022-07-12,2022,7,July,Q3,2022-07,Al Jazeera,https://www.aljazeera.com/news/2022/07/12/social-media-flags-covid-posts-as-misinformation,USA,37.09,-95.71,ELECTION; VACCINE_MISINFORMATION,2,2,1,-4.31,3.22,6.07,9.29,10.99,2.07,KILL;9;1;United States;37.09;-95.71,Negative
GDELT-SYNTHETIC-20220718-00294,2022-07-18,2022,7,July,Q3,2022-07,Al Jazeera,https://www.aljazeera.com/news/2022/07/18/fact-check-claims-about-vaccine-go-viral-on-social-media,Indonesia,-0.78,113.92,CLIMATE_DENIAL; CRISISLEX_T10_URGENCY; PROPAGANDA; GOV_GOVERNMENT_GENERAL,4,4,1,-2.03,3.67,3.23,6.9,4.41,2.94,KILL;16;1;Indonesia;-0.78;113.92,Negative
